N,M,AD_coefficent,del_err,std_del_err,type
5,1,0.22219330410074656,0.010425623340148182,0.0004266075500543602,CNOT
5,1,0.2521011880597303,0.011688789252643352,0.0003976017449918729,CNOT
5,1,0.28526380467968454,0.013307498337706657,0.00040865275526401156,CNOT
5,1,0.3220353510247982,0.014964020931977205,0.0004730919224518043,CNOT
5,1,0.36280856973991177,0.01690629024168084,0.0004992969058465741,CNOT
5,1,0.4080189437825957,0.018930699858184585,0.0005607266362345113,CNOT
5,1,0.45814934764795806,0.0212979595963367,0.0006465809403333184,CNOT
5,1,0.5137352047641086,0.023871559259405095,0.0006612799298064648,CNOT
5,1,0.5753702061424232,0.02686957943927564,0.0006782316294548066,CNOT
5,1,0.6437126513613006,0.030183482924464475,0.0007943318730037083,CNOT
5,1,0.7194924796089978,0.03334210664101346,0.0010214268113812625,CNOT
5,1,0.8035190658813932,0.03406481827857342,0.001062304103024844,CNOT
5,1,0.8966898656028465,0.034853000919522883,0.001013062256605619,CNOT
5,1,1.0,0.03654886550784682,0.0007895204610487458,CNOT
5,2,0.0,0.001201037863962582,0.00014971598313751728,CNOT
5,2,0.005727644230309394,0.001292306023081488,0.00017579067105782058,CNOT
5,2,0.012078600720769734,0.001361466534762183,0.00017204925216017321,CNOT
5,2,0.019120701577921152,0.0015446084644243313,0.00015521581124140673,CNOT
5,2,0.026929160753603264,0.0019459919650043776,0.00018383291332091029,CNOT
5,2,0.035587377376044206,0.002242970193015793,0.00024829082139941634,CNOT
5,2,0.04518782650364872,0.00270487568304725,0.0002452352531276742,CNOT
5,2,0.05583304681528118,0.0031993351823305185,0.0002931011414408322,CNOT
5,2,0.06763673578618123,0.003767407657357805,0.00036779072326737806,CNOT
5,2,0.0807249640466616,0.004309284601456317,0.0003413832690738028,CNOT
5,2,0.09523752189368309,0.005107448820522035,0.00037516651645012005,CNOT
5,2,0.11132941233687553,0.005748142273262345,0.00038345694003339846,CNOT
5,2,0.12917250662565072,0.006606030760106443,0.0004348269136598756,CNOT
5,2,0.14895737993945132,0.007632460795173666,0.0004479064235393202,CNOT
5,2,0.17089534684743254,0.008741513737025112,0.0005765106568607594,CNOT
5,2,0.19522071827753298,0.009810003863882946,0.0005582624256536805,CNOT
5,2,0.22219330410074656,0.011134528808202263,0.0005917250869610933,CNOT
5,2,0.2521011880597303,0.012525696390915605,0.0007161088777848813,CNOT
5,2,0.28526380467968454,0.014182799265745902,0.0006813721061954066,CNOT
5,2,0.3220353510247982,0.015926629101012727,0.0006726488998834586,CNOT
5,2,0.36280856973991177,0.01793572386225033,0.000795761796527586,CNOT
5,2,0.4080189437825957,0.020223300474377686,0.0008020508617963119,CNOT
5,2,0.45814934764795806,0.022710929022974464,0.0009049498839026737,CNOT
5,2,0.5137352047641086,0.025309572360779766,0.0009139188593412044,CNOT
5,2,0.5753702061424232,0.02841788375125888,0.0009673971681012325,CNOT
5,2,0.6437126513613006,0.03175549781851653,0.000940076304460633,CNOT
5,2,0.7194924796089978,0.03491609427871847,0.0010051962271627405,CNOT
5,2,0.8035190658813932,0.035272366406925396,0.000959485840290335,CNOT
5,2,0.8966898656028465,0.035909943728868014,0.0007861398286384516,CNOT
5,2,1.0,0.03648069827237167,0.0007161432184592822,CNOT
5,3,0.0,0.0012830581347040666,0.00022286766921234149,CNOT
5,3,0.005727644230309394,0.0013492689381347672,0.00019097880539248213,CNOT
5,3,0.012078600720769734,0.001440390018413036,0.00014974682583673184,CNOT
5,3,0.019120701577921152,0.0017641105409665402,0.00016947793437428675,CNOT
5,3,0.026929160753603264,0.002014534781704444,0.00021761935121534522,CNOT
5,3,0.035587377376044206,0.0024208832995513256,0.000240124613800143,CNOT
5,3,0.04518782650364872,0.002953339972531164,0.0002994354741592146,CNOT
5,3,0.05583304681528118,0.003455253105097451,0.00038674988367829295,CNOT
5,3,0.06763673578618123,0.004152643871951168,0.00039761977779200646,CNOT
5,3,0.0807249640466616,0.0048099593989191615,0.00045024345146422724,CNOT
5,3,0.09523752189368309,0.005453323506216063,0.0004915873461786497,CNOT
5,3,0.11132941233687553,0.006294231260622717,0.000558270705612676,CNOT
5,3,0.12917250662565072,0.007202455576879958,0.0005704224748092997,CNOT
5,3,0.14895737993945132,0.008188923088705951,0.0006028627576116901,CNOT
5,3,0.17089534684743254,0.009261294353415288,0.0006436642751327687,CNOT
5,3,0.19522071827753298,0.010495839558656616,0.0006358381484922379,CNOT
5,3,0.22219330410074656,0.011816815906144956,0.000721422528522332,CNOT
5,3,0.2521011880597303,0.013319927150646659,0.0006706872845860452,CNOT
5,3,0.28526380467968454,0.01493601546136494,0.0007574912393015694,CNOT
5,3,0.3220353510247982,0.016768495286364836,0.0007857763289304193,CNOT
5,3,0.36280856973991177,0.018809764634880103,0.0008924452468152124,CNOT
5,3,0.4080189437825957,0.020988586197692238,0.0008113170674221165,CNOT
5,3,0.45814934764795806,0.02355915265709296,0.0009487255440505967,CNOT
5,3,0.5137352047641086,0.026239586571839987,0.0009327770528885082,CNOT
5,3,0.5753702061424232,0.029163212810057702,0.0009142387633323689,CNOT
5,3,0.6437126513613006,0.0324447874458337,0.0009736890564702535,CNOT
5,3,0.7194924796089978,0.035500386245097895,0.0008886758205585361,CNOT
5,3,0.8035190658813932,0.03592431203305422,0.0007971778143219241,CNOT
5,3,0.8966898656028465,0.03626383391558933,0.0007558013931265046,CNOT
5,3,1.0,0.03633519666010532,0.0007496172155778828,CNOT
5,4,0.0,0.0012622349749413398,0.0001956255267671936,CNOT
5,4,0.005727644230309394,0.0012223887946915155,0.00017302420788902568,CNOT
5,4,0.012078600720769734,0.0014752087480271246,0.00016156977359532893,CNOT
5,4,0.019120701577921152,0.0017059002699475023,0.0002101774020796332,CNOT
5,4,0.026929160753603264,0.002033603378722529,0.0002921275548429828,CNOT
5,4,0.035587377376044206,0.0025343989204471614,0.0002754125674200647,CNOT
5,4,0.04518782650364872,0.0029294656765870178,0.0002292821595470992,CNOT
5,4,0.05583304681528118,0.003403601990734437,0.0003279735492133892,CNOT
5,4,0.06763673578618123,0.004072345743305634,0.00039217875124574435,CNOT
5,4,0.0807249640466616,0.004773329232225526,0.0003603298273274412,CNOT
5,4,0.09523752189368309,0.005512006570226682,0.00040860463093127784,CNOT
5,4,0.11132941233687553,0.006143469131355619,0.0004391571033476046,CNOT
5,4,0.12917250662565072,0.0071811568775560055,0.0004791963777723656,CNOT
5,4,0.14895737993945132,0.008059079110996204,0.00045867988947247644,CNOT
5,4,0.17089534684743254,0.009250855936326595,0.0005510681493951596,CNOT
5,4,0.19522071827753298,0.010378307106716998,0.00049806514846438,CNOT
5,4,0.22219330410074656,0.011709457640187925,0.0006083261573381891,CNOT
5,4,0.2521011880597303,0.013182068793418496,0.0005640679280167581,CNOT
5,4,0.28526380467968454,0.014776034259287292,0.0006581289753259218,CNOT
5,4,0.3220353510247982,0.01663381268611273,0.0006243207962341727,CNOT
5,4,0.36280856973991177,0.018642546053976576,0.0006952628028520266,CNOT
5,4,0.4080189437825957,0.020905082207501965,0.0007228291365901872,CNOT
5,4,0.45814934764795806,0.02337233619872759,0.000670352611773485,CNOT
5,4,0.5137352047641086,0.02620099424319273,0.0006630367122064828,CNOT
5,4,0.5753702061424232,0.02910788128497136,0.0007268104691411521,CNOT
5,4,0.6437126513613006,0.0324217073386005,0.0006250988130740853,CNOT
5,4,0.7194924796089978,0.035521512027870204,0.000640698586837677,CNOT
5,4,0.8035190658813932,0.03601984088398406,0.0006492966498222751,CNOT
5,4,0.8966898656028465,0.03642094472324547,0.000666726195458112,CNOT
5,4,1.0,0.03650702286012107,0.000670597416756209,CNOT
5,5,0.0,0.0012413440012539053,0.00013082406308200114,CNOT
5,5,0.005727644230309394,0.0012782637256931874,0.00015524718204133018,CNOT
5,5,0.012078600720769734,0.0015363129756570343,0.00017771497213229807,CNOT
5,5,0.019120701577921152,0.001828981906231005,0.00014186900857667407,CNOT
5,5,0.026929160753603264,0.0022019174475833695,0.00023157537419567125,CNOT
5,5,0.035587377376044206,0.002645379487000895,0.00032504768384844827,CNOT
5,5,0.04518782650364872,0.0032036611060528605,0.0003239447919498865,CNOT
5,5,0.05583304681528118,0.0036852994653723105,0.0004190756862060226,CNOT
5,5,0.06763673578618123,0.004310226671762896,0.0004034593060083151,CNOT
5,5,0.0807249640466616,0.004946492822265546,0.00039706108035292086,CNOT
5,5,0.09523752189368309,0.0057006057593717305,0.00038999427839766306,CNOT
5,5,0.11132941233687553,0.0066134185300818675,0.00048190438065536553,CNOT
5,5,0.12917250662565072,0.007405528753156359,0.0005783547056229744,CNOT
5,5,0.14895737993945132,0.008351005488151377,0.0005706731669749151,CNOT
5,5,0.17089534684743254,0.009479561365097929,0.0005794736534812654,CNOT
5,5,0.19522071827753298,0.010630092254262558,0.000631929135307681,CNOT
5,5,0.22219330410074656,0.012045530960798833,0.0006690445606259501,CNOT
5,5,0.2521011880597303,0.013550739515150742,0.0007664567031918697,CNOT
5,5,0.28526380467968454,0.015169528701245048,0.0007013152101605106,CNOT
5,5,0.3220353510247982,0.017038588086406434,0.0007235134857071977,CNOT
5,5,0.36280856973991177,0.01907227977864243,0.0007700449943446335,CNOT
5,5,0.4080189437825957,0.021408756419247214,0.0007942544176223183,CNOT
5,5,0.45814934764795806,0.0237038550853446,0.000843582907575908,CNOT
5,5,0.5137352047641086,0.026461648669417373,0.0008277829377119452,CNOT
5,5,0.5753702061424232,0.029439887604276172,0.0008570583793102033,CNOT
5,5,0.6437126513613006,0.032828148071883355,0.0007718339774957945,CNOT
5,5,0.7194924796089978,0.03588266813223616,0.0007548706123856416,CNOT
5,5,0.8035190658813932,0.03616592347456991,0.0007221020721565244,CNOT
5,5,0.8966898656028465,0.03626411609399636,0.0007128936453341531,CNOT
5,5,1.0,0.036273405667607395,0.0007132689967192809,CNOT
5,0,0.0,0.0010245027324281178,9.814067792672851e-05,Single-Qubit
5,0,0.005727644230309394,0.001092084446287445,0.000159494117219865,Single-Qubit
5,0,0.012078600720769734,0.0010810480312010676,0.0001767658383459316,Single-Qubit
5,0,0.019120701577921152,0.0010459639894846776,0.0001255841890351121,Single-Qubit
5,0,0.026929160753603264,0.001078996426041486,0.0001513014358774881,Single-Qubit
5,0,0.035587377376044206,0.0010902497543291887,0.00013906325162793952,Single-Qubit
5,0,0.04518782650364872,0.0010642278879182873,0.00015350759723025136,Single-Qubit
5,0,0.05583304681528118,0.0010214756979266225,0.00011081513166446273,Single-Qubit
5,0,0.06763673578618123,0.0011011806423468432,0.00012551431791109073,Single-Qubit
5,0,0.0807249640466616,0.0010756274611022785,0.00014794462397343852,Single-Qubit
5,0,0.09523752189368309,0.001053624565326354,0.00014464402739960394,Single-Qubit
5,0,0.11132941233687553,0.0010500131917763678,0.00017389616811753277,Single-Qubit
5,0,0.12917250662565072,0.0010622550212804828,0.00013543135379227378,Single-Qubit
5,0,0.14895737993945132,0.0010796985096413808,0.00012985546341229753,Single-Qubit
5,0,0.17089534684743254,0.0010942033357554464,0.00014469824085887027,Single-Qubit
5,0,0.19522071827753298,0.001058269858420102,0.00012878239707304228,Single-Qubit
5,0,0.22219330410074656,0.0011117576234680683,0.00012508408911074924,Single-Qubit
5,0,0.2521011880597303,0.0010784577166875863,0.00013987891224473485,Single-Qubit
5,0,0.28526380467968454,0.0010859239877912725,0.00014810925557097243,Single-Qubit
5,0,0.3220353510247982,0.0011103485884618675,0.0001044188810382973,Single-Qubit
5,0,0.36280856973991177,0.0010602215985272146,0.00014866715537486933,Single-Qubit
5,0,0.4080189437825957,0.0010573817501550687,0.0001515323238294232,Single-Qubit
5,0,0.45814934764795806,0.0010672661418840827,0.00015997147108731997,Single-Qubit
5,0,0.5137352047641086,0.0010265727507021594,0.00013252681077645845,Single-Qubit
5,0,0.5753702061424232,0.0011104677592528483,0.00014208295091145163,Single-Qubit
5,0,0.6437126513613006,0.0010669673916032221,0.0001412444991727579,Single-Qubit
5,0,0.7194924796089978,0.0010777366032081223,0.00011966899500971532,Single-Qubit
5,0,0.8035190658813932,0.0011533141261669021,0.00015750864468047412,Single-Qubit
5,0,0.8966898656028465,0.0011481432390662784,0.00015809650315941356,Single-Qubit
5,0,1.0,0.0010985072427651824,0.0001392459100057337,Single-Qubit
5,1,0.0,0.0012242822336401373,0.00015492660650831175,Single-Qubit
5,1,0.005727644230309394,0.0012563233250422385,0.00019839148275543488,Single-Qubit
5,1,0.012078600720769734,0.0013264850739946447,0.00019038424291176203,Single-Qubit
5,1,0.019120701577921152,0.001493829657757348,0.00013505377173937723,Single-Qubit
5,1,0.026929160753603264,0.0017414141706071687,0.0002714372426070142,Single-Qubit
5,1,0.035587377376044206,0.0020748925215539134,0.00023466255999761407,Single-Qubit
5,1,0.04518782650364872,0.0024507346262073195,0.00023508985128838615,Single-Qubit
5,1,0.05583304681528118,0.0028138036742259686,0.00024489843047320543,Single-Qubit
5,1,0.06763673578618123,0.003361607954799857,0.000262473540590073,Single-Qubit
5,1,0.0807249640466616,0.0038687584994125802,0.0002341254718359969,Single-Qubit
5,1,0.09523752189368309,0.004557161026179267,0.00030784179143432205,Single-Qubit
5,1,0.11132941233687553,0.005309062523747262,0.00031260277482642566,Single-Qubit
5,1,0.12917250662565072,0.006150509699537608,0.0003084272289054497,Single-Qubit
5,1,0.14895737993945132,0.007042246139666839,0.000324372442908244,Single-Qubit
5,1,0.17089534684743254,0.008046131192447114,0.0003134308008745056,Single-Qubit
5,1,0.19522071827753298,0.009093314288832793,0.00034784643356234663,Single-Qubit
5,1,0.22219330410074656,0.010340213694987286,0.0003815806531067316,Single-Qubit
5,1,0.2521011880597303,0.011740685365089673,0.00038345397874257165,Single-Qubit
5,1,0.28526380467968454,0.013226642177732244,0.00045507621851710855,Single-Qubit
5,1,0.3220353510247982,0.015065584402145822,0.00039119741609881044,Single-Qubit
5,1,0.36280856973991177,0.01682568511678996,0.0005577353902941744,Single-Qubit
5,1,0.4080189437825957,0.01893218104510665,0.0005041413672638598,Single-Qubit
5,1,0.45814934764795806,0.021281644988444707,0.000538940008154845,Single-Qubit
5,1,0.5137352047641086,0.023890055509976173,0.0006425791704266336,Single-Qubit
5,1,0.5753702061424232,0.02685436178960508,0.0007365070892175674,Single-Qubit
5,1,0.6437126513613006,0.030174963737343456,0.0008412278517138084,Single-Qubit
5,1,0.7194924796089978,0.03332846980862887,0.0010383293994753542,Single-Qubit
5,1,0.8035190658813932,0.03405715550137118,0.0010654771882650834,Single-Qubit
5,1,0.8966898656028465,0.03485578355655101,0.0010018442892862356,Single-Qubit
5,1,1.0,0.03654886550784682,0.0007895204610487458,Single-Qubit
5,2,0.0,0.0012355690365834985,0.00012537574359886873,Single-Qubit
5,2,0.005727644230309394,0.0012004254122402512,0.0001714111997010327,Single-Qubit
5,2,0.012078600720769734,0.0012658455776257901,0.0001790144808320156,Single-Qubit
5,2,0.019120701577921152,0.0012773393638911218,0.00018255284232573937,Single-Qubit
5,2,0.026929160753603264,0.0013703617519592677,0.00018454153689191825,Single-Qubit
5,2,0.035587377376044206,0.0014329391741503253,0.00018671980995696626,Single-Qubit
5,2,0.04518782650364872,0.001570564908230373,0.00021990874083529434,Single-Qubit
5,2,0.05583304681528118,0.0017221920202598632,0.00023805518515861206,Single-Qubit
5,2,0.06763673578618123,0.0018477133561236917,0.0002833626101135864,Single-Qubit
5,2,0.0807249640466616,0.0019929010670135436,0.0002725179321049577,Single-Qubit
5,2,0.09523752189368309,0.002341131006668705,0.00029570104977451214,Single-Qubit
5,2,0.11132941233687553,0.0026015498193715904,0.0003736704737369383,Single-Qubit
5,2,0.12917250662565072,0.002762772474814135,0.0004402804139827893,Single-Qubit
5,2,0.14895737993945132,0.00321415589810768,0.00048625780207214663,Single-Qubit
5,2,0.17089534684743254,0.0036381786603822807,0.0004313242309690988,Single-Qubit
5,2,0.19522071827753298,0.004170200221288151,0.0005477246029078942,Single-Qubit
5,2,0.22219330410074656,0.004821591028766249,0.0006155405711945252,Single-Qubit
5,2,0.2521011880597303,0.005612868995685103,0.0005478617173279226,Single-Qubit
5,2,0.28526380467968454,0.006677197464541732,0.0006684342661873936,Single-Qubit
5,2,0.3220353510247982,0.00805078409051171,0.0006851113708725803,Single-Qubit
5,2,0.36280856973991177,0.009746489463984974,0.0006823140199976319,Single-Qubit
5,2,0.4080189437825957,0.011934634012214642,0.0007367936738274479,Single-Qubit
5,2,0.45814934764795806,0.01448044596454981,0.0008189008864587422,Single-Qubit
5,2,0.5137352047641086,0.01783050921837192,0.0008530722822982716,Single-Qubit
5,2,0.5753702061424232,0.02213783404457548,0.0009657652732492146,Single-Qubit
5,2,0.6437126513613006,0.02748097759496159,0.0009633997716097287,Single-Qubit
5,2,0.7194924796089978,0.03301164339946918,0.0008704083651783332,Single-Qubit
5,2,0.8035190658813932,0.03367730303060334,0.0008299684905962928,Single-Qubit
5,2,0.8966898656028465,0.034395295971203145,0.000773043378454783,Single-Qubit
5,2,1.0,0.03633435173519824,0.0008177614388551737,Single-Qubit
5,3,0.0,0.0011679550136159508,0.00011400461012415778,Single-Qubit
5,3,0.005727644230309394,0.001246593214023363,0.00014804402565916228,Single-Qubit
5,3,0.012078600720769734,0.0012654873631623884,0.00014689149961084875,Single-Qubit
5,3,0.019120701577921152,0.0012599447034626892,0.00016582589970640167,Single-Qubit
5,3,0.026929160753603264,0.0013778433607743398,0.0001923027691986286,Single-Qubit
5,3,0.035587377376044206,0.0014530117364184485,0.000145905301523159,Single-Qubit
5,3,0.04518782650364872,0.0015840461691065725,0.00020079127434624654,Single-Qubit
5,3,0.05583304681528118,0.0018421892258413202,0.00026135955047028157,Single-Qubit
5,3,0.06763673578618123,0.0019480025690059495,0.00023352808199343533,Single-Qubit
5,3,0.0807249640466616,0.0020335175625585153,0.00025491809651800656,Single-Qubit
5,3,0.09523752189368309,0.002304523172552912,0.00030159221038534467,Single-Qubit
5,3,0.11132941233687553,0.0025424304596150912,0.00033717833594236533,Single-Qubit
5,3,0.12917250662565072,0.002781913532554153,0.00036495451710653084,Single-Qubit
5,3,0.14895737993945132,0.0029971180426825793,0.00033411503627865235,Single-Qubit
5,3,0.17089534684743254,0.00338431850331395,0.00037170735412224616,Single-Qubit
5,3,0.19522071827753298,0.0036345225655362626,0.00044395051783409134,Single-Qubit
5,3,0.22219330410074656,0.0039486999336365925,0.0005522337574430412,Single-Qubit
5,3,0.2521011880597303,0.004299050794048726,0.0006915376082097651,Single-Qubit
5,3,0.28526380467968454,0.004853087505981934,0.0006874736954605911,Single-Qubit
5,3,0.3220353510247982,0.005616376866610416,0.000766811663020955,Single-Qubit
5,3,0.36280856973991177,0.0065919058186136165,0.0007396150296032333,Single-Qubit
5,3,0.4080189437825957,0.00814458158380047,0.0008493450006140334,Single-Qubit
5,3,0.45814934764795806,0.010281040211649859,0.0009840006191175674,Single-Qubit
5,3,0.5137352047641086,0.013423826669793821,0.0009754130860136828,Single-Qubit
5,3,0.5753702061424232,0.01816384212545284,0.0010384822602689248,Single-Qubit
5,3,0.6437126513613006,0.02490775721963672,0.0010355209856861304,Single-Qubit
5,3,0.7194924796089978,0.03246811663776059,0.000903700402947062,Single-Qubit
5,3,0.8035190658813932,0.0328763793964211,0.0009032616786939214,Single-Qubit
5,3,0.8966898656028465,0.03356448719610249,0.0008942451340476493,Single-Qubit
5,3,1.0,0.03555801220659116,0.000899476640702165,Single-Qubit
5,4,0.0,0.001252070352926951,0.00017757047940745356,Single-Qubit
5,4,0.005727644230309394,0.0011919122157989274,0.00016028446303088827,Single-Qubit
5,4,0.012078600720769734,0.0012213046294081722,0.00016373690138064427,Single-Qubit
5,4,0.019120701577921152,0.0013382733255688094,0.0001766305300969582,Single-Qubit
5,4,0.026929160753603264,0.0013783705934963158,0.0001571164896791036,Single-Qubit
5,4,0.035587377376044206,0.0014572830124043026,0.00018047521576722221,Single-Qubit
5,4,0.04518782650364872,0.0016859945110213935,0.00021006644597940222,Single-Qubit
5,4,0.05583304681528118,0.0018544569266657044,0.0002373033345812038,Single-Qubit
5,4,0.06763673578618123,0.0020115459298262685,0.00028650446545476493,Single-Qubit
5,4,0.0807249640466616,0.0022440688009348012,0.000346067242526493,Single-Qubit
5,4,0.09523752189368309,0.0024173150619039322,0.000323007194640416,Single-Qubit
5,4,0.11132941233687553,0.0027474703527667664,0.00043300694122280265,Single-Qubit
5,4,0.12917250662565072,0.0029237545381002616,0.0003844809343348303,Single-Qubit
5,4,0.14895737993945132,0.0033081758418759084,0.0004089341777499859,Single-Qubit
5,4,0.17089534684743254,0.003496896548218062,0.0004529983724335445,Single-Qubit
5,4,0.19522071827753298,0.003920331644145318,0.00044559541204614007,Single-Qubit
5,4,0.22219330410074656,0.0041187138834794645,0.0005449425945488083,Single-Qubit
5,4,0.2521011880597303,0.004324325009064142,0.0005357333413559387,Single-Qubit
5,4,0.28526380467968454,0.004688877166477219,0.000524729798245455,Single-Qubit
5,4,0.3220353510247982,0.0049748863162977774,0.0005198328568010167,Single-Qubit
5,4,0.36280856973991177,0.005411149553154636,0.000677996010370861,Single-Qubit
5,4,0.4080189437825957,0.006113116027581511,0.0006042467103770339,Single-Qubit
5,4,0.45814934764795806,0.007531530356630283,0.0008313025164433678,Single-Qubit
5,4,0.5137352047641086,0.010137203390638018,0.0009571553763827487,Single-Qubit
5,4,0.5753702061424232,0.014630417468794217,0.0010469728119000387,Single-Qubit
5,4,0.6437126513613006,0.02207748309703129,0.0011848392085391127,Single-Qubit
5,4,0.7194924796089978,0.031813374903191555,0.0009313372731583393,Single-Qubit
5,4,0.8035190658813932,0.03212430191428943,0.0008873999835734347,Single-Qubit
5,4,0.8966898656028465,0.032744450913233615,0.0008090236710170113,Single-Qubit
5,4,1.0,0.03402585758693141,0.0007666695442917018,Single-Qubit
5,5,0.0,0.0011760516292362616,0.0001671872252636203,Single-Qubit
5,5,0.005727644230309394,0.0011635391796820686,0.00015331748155625753,Single-Qubit
5,5,0.012078600720769734,0.0013048227752269308,0.00019887807749392834,Single-Qubit
5,5,0.019120701577921152,0.0013047316835339666,0.00017292699282473354,Single-Qubit
5,5,0.026929160753603264,0.0014352603569112005,0.0001666452534950159,Single-Qubit
5,5,0.035587377376044206,0.0015229856577727095,0.00017212723019097376,Single-Qubit
5,5,0.04518782650364872,0.0016684795120386297,0.00018832671233642002,Single-Qubit
5,5,0.05583304681528118,0.0019081790137899697,0.0002317906374985808,Single-Qubit
5,5,0.06763673578618123,0.0021571635590768795,0.00024498778616418714,Single-Qubit
5,5,0.0807249640466616,0.0023685241667589754,0.00026599832890499686,Single-Qubit
5,5,0.09523752189368309,0.0025707215388605293,0.0003247938439449456,Single-Qubit
5,5,0.11132941233687553,0.002777914734890703,0.000281555692491555,Single-Qubit
5,5,0.12917250662565072,0.003087026674236277,0.00030503831708708395,Single-Qubit
5,5,0.14895737993945132,0.0033062619349558276,0.00041104945685985726,Single-Qubit
5,5,0.17089534684743254,0.0035941236072052135,0.00041615197611882007,Single-Qubit
5,5,0.19522071827753298,0.003894124848584262,0.0004989435068270618,Single-Qubit
5,5,0.22219330410074656,0.004122311361741077,0.0004672569287888269,Single-Qubit
5,5,0.2521011880597303,0.004342242139693188,0.0005239932132008573,Single-Qubit
5,5,0.28526380467968454,0.004643112976806149,0.0004852392774577685,Single-Qubit
5,5,0.3220353510247982,0.004841100229269893,0.0005950889927306868,Single-Qubit
5,5,0.36280856973991177,0.005119376282074669,0.0005786603021515698,Single-Qubit
5,5,0.4080189437825957,0.005521740271031317,0.0006425236570390522,Single-Qubit
5,5,0.45814934764795806,0.006290997708535314,0.0007470723049490464,Single-Qubit
5,5,0.5137352047641086,0.008329674477715602,0.0008427500165645507,Single-Qubit
5,5,0.5753702061424232,0.012361429579464974,0.001143400302117363,Single-Qubit
5,5,0.6437126513613006,0.020317770567502908,0.0011460022985063166,Single-Qubit
5,5,0.7194924796089978,0.03157212426635296,0.0010140203076954956,Single-Qubit
5,5,0.8035190658813932,0.03159802110780231,0.0009943481880745491,Single-Qubit
5,5,0.8966898656028465,0.031597261312068824,0.0009956612803475237,Single-Qubit
5,5,1.0,0.03159627762013027,0.0009984439031545905,Single-Qubit
